danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.506,0.86,-7.237999999999999,0.421,0.037,1.01e-06,0.943,0.629,184.49400000000003
0.726,0.773,-3.144,0.316,0.0118,0.0,0.812,0.632,164.97
0.8290000000000001,0.634,-11.808,0.153,0.0565,0.784,0.8440000000000001,0.49,107.999
0.494,0.695,-10.566,0.7509999999999999,0.00421,0.0158,0.223,0.0722,155.01
0.551,0.8079999999999999,-2.677,0.185,0.615,0.0275,0.106,0.825,116.442
0.602,0.573,-7.755,0.265,0.914,0.00966,0.361,0.89,189.784
0.433,0.778,-7.681,0.0409999999999999,0.843,0.0,0.139,0.764,114.208
0.918,0.473,-8.736,0.282,0.6990000000000001,0.000186,0.106,0.192,197.792
0.858,0.306,-16.023,0.268,0.226,0.0,0.122,0.442,130.037
0.72,0.657,-8.389,0.601,0.205,0.0,0.146,0.6579999999999999,162.259
0.779,0.657,-4.739,0.244,0.774,0.0,0.325,0.524,153.35399999999998
0.735,0.449,-7.507000000000001,0.347,0.629,0.0,0.113,0.0397,122.947
0.937,0.508,-3.429,0.118,0.623,1.41e-06,0.1689999999999999,0.7,130.029
0.672,0.693,-9.545,0.3929999999999999,0.0905,0.0,0.825,0.5579999999999999,163.086
0.544,0.204,-19.459,0.311,0.0796,0.00825,0.184,0.0843,139.298
0.596,0.268,-16.19,0.108,0.0661,4.47e-05,0.0792,0.0975,149.668
0.753,0.5589999999999999,-4.692,0.427,0.639,0.0,0.0944,0.7759999999999999,176.15099999999998
0.846,0.158,-18.191,0.419,0.042,4.1200000000000005e-05,0.0845,0.29,139.98
0.456,0.7929999999999999,-5.569,0.65,0.175,0.0,0.1689999999999999,0.7070000000000001,205.348
0.8140000000000001,0.392,-5.49,0.433,0.637,0.0,0.129,0.624,186.122
0.8009999999999999,0.501,-4.768,0.0464,0.632,0.0,0.1669999999999999,0.565,134.082
0.935,0.432,-7.724,0.525,0.00275,7.11e-05,0.135,0.153,120.033
0.8,0.205,-14.792,0.637,0.569,0.0,0.105,0.58,155.007
0.883,0.565,-6.502999999999999,0.53,0.0482,0.0,0.0644,0.933,156.884
0.8320000000000001,0.3,-8.982000000000001,0.733,0.918,5.920000000000001e-05,0.115,0.535,147.99
0.381,0.317,-16.292,0.0567,0.217,0.288,0.0679,0.0948,130.317
0.555,0.373,-7.715,0.371,0.643,0.00535,0.15,0.318,170.66
0.617,0.541,-4.113,0.78,0.125,0.0,0.369,0.43,159.996
0.736,0.3229999999999999,-18.813,0.24,0.0704,0.307,0.11,0.585,146.99200000000002
0.623,0.629,-11.456,0.4629999999999999,0.0308,0.0,0.835,0.6920000000000001,105.201
0.795,0.492,-15.419,0.326,0.0108,2.9600000000000005e-05,0.256,0.431,190.092
0.455,0.474,-12.577,0.654,0.4379999999999999,0.0,0.462,0.245,204.108
0.623,0.705,-7.369,0.8170000000000001,0.0175,0.0,0.113,0.4429999999999999,202.283
0.71,0.444,-13.984000000000002,0.308,0.7340000000000001,2.19e-05,0.144,0.667,108.229
0.895,0.5670000000000001,-7.376,0.63,0.0552,0.0,0.312,0.758,143.878
0.82,0.478,-7.915,0.0648,0.732,2.3e-06,0.1,0.423,123.039
0.716,0.633,-7.227,0.407,0.821,0.0,0.105,0.563,186.022
0.662,0.748,-3.0410000000000004,0.268,0.688,8.43e-06,0.0841,0.535,164.662
0.8140000000000001,0.478,-8.745,0.516,0.0854,0.0,0.0829,0.377,159.868
0.555,0.539,-12.634,0.6,0.0738,0.0,0.2239999999999999,0.432,180.134
0.87,0.451,-16.131,0.414,0.354,0.0,0.106,0.643,199.946
0.6679999999999999,0.8640000000000001,2.499,0.122,0.357,0.0,0.258,0.502,193.91
0.647,0.956,-3.579,0.462,0.0334,0.0,0.936,0.684,110.002
0.544,0.446,-11.735,0.536,0.607,0.0,0.0923,0.469,115.192
0.8590000000000001,0.391,-10.252,0.701,0.0216,0.0,0.0968,0.354,157.037
0.8390000000000001,0.539,-9.238,0.0926,0.741,0.0,0.0966,0.645,124.921
0.5770000000000001,0.523,-11.851,0.529,0.0746,0.0,0.149,0.67,139.976
0.84,0.345,-16.285,0.0516,0.32,0.307,0.129,0.146,110.035
0.879,0.376,-9.113,0.5479999999999999,0.0002319999999999,0.0,0.087,0.171,145.97799999999998
0.64,0.216,-19.345,0.059,0.649,1.35e-05,0.106,0.0543,180.05599999999998
0.7190000000000001,0.787,-10.085,0.474,0.466,0.0118,0.912,0.225,166.06400000000002
0.313,0.426,-9.049,0.0435,0.853,0.00037,0.181,0.107,190.318
0.86,0.305,-15.617,0.387,0.322,0.0,0.0641,0.276,169.99200000000002
0.706,0.733,-4.942,0.0969999999999999,0.069,0.154,0.823,0.6829999999999999,135.996
0.291,0.974,-2.997,0.171,0.0177,5.44e-06,0.8859999999999999,0.348,134.724
0.823,0.645,-7.07,0.0911,0.0116,0.000539,0.894,0.3929999999999999,180.03599999999997
0.753,0.545,-8.93,0.307,0.778,0.0002819999999999,0.109,0.752,155.406
0.521,0.762,-6.75,0.534,0.139,1.11e-05,0.114,0.264,164.28900000000002
0.732,0.154,-16.119,0.166,0.503,1.12e-05,0.144,0.352,148.162
0.735,0.3879999999999999,-10.253,0.0459,0.7,0.0,0.0841,0.856,146.032
0.902,0.495,-9.841,0.2789999999999999,0.7959999999999999,0.0,0.177,0.452,129.971
0.7559999999999999,0.825,-4.018,0.196,0.624,0.0,0.139,0.594,187.088
0.6509999999999999,0.346,-8.113,0.0332,0.755,0.0,0.115,0.593,134.93
0.66,0.456,-9.414,0.3289999999999999,0.8759999999999999,0.0,0.106,0.306,149.46200000000002
0.574,0.7040000000000001,-6.291,0.908,0.00525,0.0,0.0976,0.0975,205.758
0.752,0.249,-16.132,0.204,0.384,1.64e-05,0.207,0.172,144.016
0.773,0.627,-9.615,0.381,0.1009999999999999,0.0974,0.91,0.111,130.032
0.8140000000000001,0.392,-16.984,0.0428,0.0465,0.0427,0.139,0.331,119.984
0.8170000000000001,0.493,-9.405,0.57,0.00727,0.0,0.0676,0.5329999999999999,160.08100000000002
0.853,0.417,-9.407,0.7909999999999999,0.174,0.0,0.314,0.652,155.964
0.5920000000000001,0.457,-6.081,0.0603,0.6609999999999999,0.000331,0.146,0.225,146.04
0.6920000000000001,0.852,-4.976,0.201,0.0252,1.11e-06,0.882,0.908,182.956
0.867,0.357,-15.687,0.291,0.482,2.85e-06,0.106,0.322,189.56
0.431,0.7829999999999999,-4.819,0.3389999999999999,0.0379,0.0,0.758,0.637,170.453
0.647,0.918,-4.354,0.382,0.132,6.89e-06,0.8959999999999999,0.358,189.656
0.586,0.512,-8.818999999999999,0.0668,0.723,0.0002,0.119,0.235,151.714
0.77,0.599,-8.663,0.6609999999999999,0.0131,0.0,0.0711,0.427,159.966
0.91,0.476,-10.298,0.53,0.0681,0.0,0.5720000000000001,0.787,125.182
0.693,0.855,-3.399,0.37,0.0187,0.0,0.805,0.601,155.067
0.5870000000000001,0.772,-7.308,0.0592,0.8640000000000001,0.0,0.1009999999999999,0.0918,105.996
0.914,0.313,-11.109000000000002,0.127,0.8029999999999999,0.000623,0.122,0.0884,116.04
0.669,0.6679999999999999,-8.35,0.341,0.51,1.26e-05,0.759,0.757,192.272
0.435,0.318,-11.972,0.0894,0.794,0.00148,0.126,0.0815,139.268
0.782,0.201,-13.459,0.188,0.489,0.0569,0.103,0.139,125.021
0.932,0.705,-7.835,0.193,0.764,0.024,0.108,0.528,118.996
0.6970000000000001,0.6729999999999999,-7.68,0.347,0.0212,1.18e-06,0.955,0.523,147.246
0.598,0.774,-7.727,0.356,0.657,4.44e-05,0.575,0.752,184.572
0.507,0.961,-1.881,0.316,0.0568,0.0,0.8420000000000001,0.586,189.474
0.8079999999999999,0.488,-10.927,0.446,0.727,0.0,0.11,0.482,184.142
0.805,0.737,-7.284,0.251,0.34,0.0,0.901,0.486,185.858
0.6779999999999999,0.7120000000000001,-5.492000000000001,0.186,0.72,0.0,0.174,0.337,140.13
0.735,0.5820000000000001,-11.241,0.0568,0.669,0.0793,0.106,0.451,110.015
0.779,0.344,-13.999,0.236,0.731,0.000523,0.376,0.589,156.06799999999998
0.846,0.246,-15.789,0.103,0.157,2.3e-05,0.0936,0.185,110.026
0.649,0.654,-7.653,0.0342,0.7490000000000001,3.13e-05,0.0975,0.175,121.999
0.501,0.913,-3.604,0.409,0.251,1.19e-06,0.8059999999999999,0.828,176.78099999999998
0.847,0.616,-9.199,0.545,0.0645,0.0,0.0841,0.511,140.05700000000002
0.691,0.45,-11.886,0.0342,0.693,0.00245,0.217,0.0878,199.958
0.7240000000000001,0.716,-5.257999999999999,0.385,0.00843,0.0,0.892,0.812,128.026
0.77,0.83,-5.693,0.246,0.736,0.0,0.106,0.497,179.982
0.833,0.5539999999999999,-7.042000000000001,0.579,0.3,0.0,0.159,0.511,143.986
0.952,0.44,-8.325,0.7609999999999999,0.0415,0.0,0.1009999999999999,0.3779999999999999,121.933
0.731,0.264,-17.323,0.0422,0.902,0.818,0.106,0.172,129.94299999999998
0.727,0.2739999999999999,-15.7,0.457,0.331,7.730000000000001e-05,0.0961,0.168,108.031
0.528,0.569,-7.985,0.123,0.754,0.0,0.286,0.483,135.72
0.706,0.733,-4.942,0.0969999999999999,0.069,0.154,0.823,0.6829999999999999,135.996
0.747,0.5329999999999999,-9.783,0.6459999999999999,0.125,0.0,0.669,0.866,173.019
0.858,0.301,-16.643,0.452,0.0011,0.0,0.0991,0.336,166.524
0.701,0.736,-5.178,0.369,0.195,0.0,0.949,0.919,172.852
0.593,0.37,-11.674,0.397,0.8320000000000001,0.0,0.108,0.312,135.391
0.871,0.578,-7.462000000000001,0.757,0.0056799999999999,0.0,0.899,0.595,150.02100000000002
0.845,0.743,-4.321000000000001,0.191,0.027,2.18e-06,0.91,0.482,154.917
0.787,0.868,-4.22,0.11,0.622,1.95e-05,0.1689999999999999,0.598,130.23
0.52,0.6729999999999999,-7.217,0.231,0.618,0.0,0.103,0.331,168.928
0.971,0.434,-9.449,0.6579999999999999,0.0028399999999999,0.0,0.1009999999999999,0.392,122.998
0.8759999999999999,0.502,-9.472,0.809,0.111,1.17e-06,0.1,0.427,168.00799999999998
0.347,0.997,1.421,0.6579999999999999,0.262,0.000224,0.841,0.172,140.08700000000002
0.522,0.521,-13.095999999999998,0.868,0.247,0.0,0.125,0.6829999999999999,173.739
0.907,0.6759999999999999,-7.647,0.375,0.816,0.0,0.257,0.8190000000000001,200.118
0.75,0.489,-8.196,0.417,0.67,0.0,0.28,0.7490000000000001,160.10399999999998
0.787,0.477,-7.837000000000001,0.1989999999999999,0.768,0.0,0.104,0.476,161.012
0.805,0.612,-10.449000000000002,0.201,0.872,0.00518,0.166,0.139,109.981
0.665,0.409,-10.037,0.787,0.325,1.29e-05,0.0747,0.296,151.355
0.8170000000000001,0.552,-10.8,0.386,0.032,7.17e-06,0.826,0.8079999999999999,204.022
0.956,0.427,-7.39,0.447,0.799,0.0,0.0886,0.271,123.083
0.488,0.583,-11.469,0.374,0.7559999999999999,0.0,0.1969999999999999,0.144,179.666
0.794,0.6729999999999999,-6.426,0.258,0.636,0.0,0.208,0.785,119.959
0.7090000000000001,0.57,-9.574,0.352,0.9,0.0,0.0784,0.605,160.006
0.703,0.856,-7.904,0.0517,0.8320000000000001,0.000192,0.123,0.32,115.013
0.721,0.367,-9.558,0.121,0.804,0.00647,0.108,0.281,133.866
0.5,0.807,-7.707000000000001,0.524,0.00516,0.0,0.172,0.569,146.07
0.3989999999999999,0.8490000000000001,-5.813,0.562,0.118,0.0,0.352,0.123,181.83900000000003
0.7909999999999999,0.34,-15.586,0.0841,0.241,4.44e-06,0.13,0.293,119.999
0.5479999999999999,0.7909999999999999,-5.904,0.382,0.6509999999999999,0.0,0.365,0.278,104.523
0.812,0.385,-9.676,0.416,0.787,0.0,0.103,0.742,133.993
0.722,0.3389999999999999,-15.569,0.0591,0.469,0.236,0.0907,0.0359,117.926
0.74,0.523,-10.753,0.233,0.6659999999999999,0.0014199999999999,0.0968,0.235,194.126
0.304,0.216,-10.599,0.0624,0.907,7.26e-06,0.243,0.0381,197.48
0.79,0.7070000000000001,-6.2010000000000005,0.106,0.757,0.00213,0.139,0.563,186.482
0.843,0.8059999999999999,-5.156000000000001,0.367,0.0729,0.0,0.758,0.821,195.716
0.665,0.907,-4.537,0.127,0.0921,0.0,0.927,0.635,192.066
0.725,0.893,-2.278,0.0558,0.000848,0.000138,0.831,0.332,120.089
0.737,0.31,-14.95,0.5579999999999999,0.691,0.0,0.0952,0.456,141.773
0.8190000000000001,0.462,-9.638,0.485,0.8140000000000001,1.62e-05,0.318,0.5,159.873
0.7909999999999999,0.648,-6.499,0.132,0.6759999999999999,0.0,0.107,0.963,140.02700000000002
0.825,0.313,-9.564,0.218,0.635,0.000166,0.107,0.242,166.028
0.7979999999999999,0.445,-8.654,0.583,0.129,1.7899999999999998e-05,0.667,0.591,159.833
0.595,0.6629999999999999,-3.713,0.0531,0.784,0.0,0.106,0.662,148.274
0.675,0.491,-9.232,0.77,0.128,0.0,0.2,0.516,107.292
0.446,0.978,-2.807,0.8290000000000001,0.6779999999999999,0.00416,0.155,0.29,168.018
0.767,0.6729999999999999,-6.417000000000001,0.0609,0.662,0.0,0.236,0.926,114.079
0.917,0.638,-4.898,0.0613,0.812,9.97e-06,0.108,0.376,124.017
0.402,0.196,-21.657,0.198,0.664,0.0579999999999999,0.162,0.362,174.53599999999997
0.7090000000000001,0.929,-5.917000000000001,0.61,0.6779999999999999,4.6e-06,0.477,0.693,174.90599999999998
0.445,0.585,-10.813,0.157,0.613,2.35e-05,0.1689999999999999,0.8959999999999999,148.775
0.64,0.66,-8.147,0.239,0.7440000000000001,0.00209,0.1119999999999999,0.48,152.06
0.726,0.752,-5.111000000000001,0.351,0.7509999999999999,0.0,0.0845,0.42,163.99599999999998
0.578,0.317,-9.567,0.0328,0.877,0.0,0.132,0.482,164.058
0.8440000000000001,0.5329999999999999,-9.612,0.552,0.0735,3.46e-06,0.0953,0.23,140.078
0.607,0.48,-7.832999999999999,0.635,0.451,0.0,0.357,0.142,171.332
0.948,0.465,-13.773,0.5479999999999999,0.407,0.0,0.0719,0.479,105.028
0.813,0.74,-4.684,0.2689999999999999,0.652,5.660000000000001e-05,0.1119999999999999,0.261,119.903
0.8440000000000001,0.52,-10.626,0.5329999999999999,0.00221,0.00122,0.7,0.289,149.995
0.53,0.644,-5.712999999999999,0.386,0.653,0.0,0.0894,0.0951,110.026
0.812,0.46,-7.987999999999999,0.0649,0.625,0.0004179999999999,0.0961,0.1369999999999999,130.05100000000002
0.537,0.994,1.121,0.139,0.6970000000000001,0.0,0.748,0.732,157.968
0.569,0.828,-4.262,0.386,0.701,0.0,0.107,0.507,162.894
0.6729999999999999,0.4029999999999999,-9.809,0.0273,0.8290000000000001,0.8290000000000001,0.272,0.54,140.986
0.7390000000000001,0.522,-12.304,0.151,0.821,0.00124,0.233,0.619,138.263
0.643,0.532,-9.712,0.374,0.732,0.00109,0.111,0.299,147.804
0.536,0.721,-6.44,0.386,0.062,0.0,0.8240000000000001,0.3929999999999999,117.139
0.7909999999999999,0.486,-17.105999999999998,0.133,0.638,0.0,0.69,0.96,129.934
0.902,0.812,-8.79,0.532,0.133,0.0,0.851,0.449,130.006
0.7829999999999999,0.7959999999999999,-8.76,0.0461,0.7,0.353,0.0751,0.5529999999999999,130.001
0.434,0.6559999999999999,-6.063,0.0375,0.617,0.00126,0.107,0.185,115.879
0.7829999999999999,0.524,-6.004,0.119,0.764,0.0,0.107,0.316,159.904
0.904,0.252,-17.54,0.11,0.294,0.0,0.104,0.2269999999999999,117.994
0.774,0.537,-6.899,0.297,0.679,5.24e-06,0.173,0.5489999999999999,153.878
0.883,0.214,-9.142,0.537,0.107,0.000441,0.1159999999999999,0.807,160.02
0.713,0.544,-8.647,0.519,0.0409999999999999,0.0,0.159,0.768,177.922
0.868,0.479,-6.687,0.445,0.703,0.0,0.102,0.7759999999999999,133.928
0.7390000000000001,0.682,-8.333,0.0597,0.778,0.0,0.115,0.6729999999999999,130.143
0.7559999999999999,0.486,-10.504,0.863,0.1939999999999999,0.0,0.144,0.437,159.744
0.936,0.3389999999999999,-9.297,0.7509999999999999,0.0825,0.0,0.211,0.273,105.165
0.6659999999999999,0.711,-6.075,0.298,0.626,2.47e-05,0.127,0.652,164.023
0.879,0.542,-7.694,0.794,0.000742,0.0,0.0935,0.3779999999999999,128.517
0.916,0.449,-10.668,0.182,0.695,0.00626,0.155,0.62,135.04
0.862,0.585,-8.931000000000001,0.521,0.134,5.77e-06,0.0961,0.605,145.054
0.519,0.809,-6.362,0.556,0.3879999999999999,0.0,0.275,0.262,146.02
0.8,0.297,-13.1,0.407,0.66,0.000111,0.105,0.213,140.05100000000002
0.4639999999999999,0.602,-8.185,0.125,0.86,0.0,0.162,0.664,166.748
0.527,0.346,-11.602,0.0378,0.6559999999999999,0.000714,0.242,0.247,137.711
0.7879999999999999,0.513,-9.56,0.535,0.418,0.0,0.125,0.6629999999999999,140.16
0.81,0.708,-4.657,0.3279999999999999,0.71,0.0,0.557,0.722,184.544
0.562,0.957,-1.644,0.3279999999999999,0.43,0.0,0.789,0.5760000000000001,195.898
0.755,0.517,-9.804,0.0751,0.754,0.0,0.127,0.6990000000000001,129.02700000000002
0.857,0.446,-12.778,0.902,0.215,0.0,0.0964,0.327,200.24400000000003
0.5670000000000001,0.297,-17.703,0.042,0.544,0.805,0.111,0.0684,168.61
0.746,0.251,-16.169,0.259,0.782,0.00203,0.106,0.18,139.999
0.7190000000000001,0.387,-9.38,0.0643,0.8909999999999999,0.0,0.114,0.17,135.064
0.882,0.5660000000000001,-5.265,0.406,0.664,0.0,0.193,0.483,110.048
0.8859999999999999,0.354,-15.511,0.552,0.0008529999999999,0.0,0.0731,0.2319999999999999,200.11
0.94,0.826,-3.548,0.251,0.033,0.0,0.843,0.8390000000000001,207.896
0.792,0.701,-7.198,0.283,0.105,0.0,0.7609999999999999,0.251,207.78
0.778,0.421,-11.291,0.2189999999999999,0.65,6.59e-06,0.258,0.0392,120.039
0.7340000000000001,0.645,-8.107000000000001,0.128,0.13,0.0,0.913,0.2789999999999999,162.0
0.626,0.166,-19.993,0.205,0.637,0.0819999999999999,0.1159999999999999,0.1009999999999999,153.984
0.59,0.853,-6.03,0.541,0.0538,0.0,0.354,0.401,141.995
0.8220000000000001,0.326,-13.649,0.0975,0.688,0.0,0.0911,0.506,114.064
0.846,0.6509999999999999,-5.481,0.128,0.634,0.0,0.125,0.581,140.048
0.624,0.596,-6.645,0.698,0.361,0.0,0.217,0.376,199.545
0.358,0.479,-8.626,0.0427,0.8059999999999999,0.00305,0.237,0.0395,140.05200000000002
0.415,0.55,-9.173,0.271,0.54,0.000193,0.916,0.601,139.9
0.936,0.3389999999999999,-9.297,0.7509999999999999,0.0825,0.0,0.211,0.273,105.165
0.74,0.485,-8.695,0.0468,0.7170000000000001,2.09e-06,0.0721,0.039,109.954
0.65,0.4479999999999999,-15.328,0.0682,0.198,0.944,0.109,0.0387,161.016
0.7,0.728,-4.057,0.7040000000000001,0.563,0.0,0.1119999999999999,0.367,160.015
0.764,0.342,-10.640999999999998,0.0633,0.8859999999999999,0.000199,0.118,0.377,139.895
0.642,0.321,-17.369,0.0351,0.271,0.00813,0.188,0.515,149.965
0.736,0.5920000000000001,-9.06,0.1119999999999999,0.7509999999999999,3.48e-06,0.181,0.358,125.911
0.843,0.7,-3.249,0.26,0.127,0.0,0.8759999999999999,0.675,190.1
0.903,0.315,-15.691,0.469,0.5329999999999999,0.0,0.2319999999999999,0.529,129.964
0.535,0.603,-9.967,0.613,0.0595,0.0,0.3229999999999999,0.523,145.89600000000002
0.497,0.765,-5.53,0.0769,0.299,7.56e-05,0.795,0.675,134.308
0.8640000000000001,0.513,-14.759,0.5670000000000001,0.27,0.0,0.431,0.362,148.844
0.631,0.687,-6.1770000000000005,0.258,0.753,0.0,0.309,0.534,161.412
0.8759999999999999,0.71,-12.908,0.347,0.0654,0.00312,0.918,0.7240000000000001,196.61
0.65,0.54,-9.277,0.578,0.17,0.0,0.21,0.579,114.083
0.664,0.667,-5.941,0.154,0.64,1.22e-06,0.0753,0.381,180.06400000000002
0.347,0.997,1.421,0.6579999999999999,0.262,0.000224,0.841,0.172,140.08700000000002
0.816,0.245,-15.617,0.414,0.616,0.000813,0.127,0.187,140.04
0.6559999999999999,0.54,-7.78,0.487,0.684,0.0,0.118,0.542,165.43
0.6890000000000001,0.6579999999999999,-7.537000000000001,0.748,0.0794,0.0,0.235,0.6890000000000001,198.132
0.3389999999999999,0.772,-8.866,0.71,0.406,0.0,0.325,0.536,163.797
0.908,0.535,-8.509,0.292,0.632,0.0,0.214,0.271,115.016
0.747,0.455,-9.315,0.176,0.629,1.7e-06,0.108,0.13,130.106
0.331,0.578,-12.313,0.245,0.8220000000000001,1.06e-05,0.17,0.56,155.984
0.809,0.444,-6.534,0.607,0.597,0.0,0.238,0.6940000000000001,180.05
0.7559999999999999,0.521,-9.182,0.243,0.635,0.00029,0.103,0.496,154.866
0.706,0.384,-17.275,0.408,0.557,0.0,0.489,0.7509999999999999,130.016
0.6779999999999999,0.5820000000000001,-7.687,0.0346,0.635,0.0,0.0963,0.7040000000000001,142.013
0.845,0.304,-16.441,0.195,0.371,0.0,0.1119999999999999,0.413,180.02
0.725,0.273,-8.961,0.0778,0.912,0.0,0.121,0.7979999999999999,184.05
0.574,0.427,-6.8260000000000005,0.2289999999999999,0.6509999999999999,0.0,0.11,0.23,207.958
0.758,0.7829999999999999,-5.332999999999999,0.276,0.6829999999999999,0.0,0.357,0.753,146.142
0.5760000000000001,0.669,-8.339,0.0432,0.7859999999999999,1.07e-06,0.364,0.6809999999999999,152.88
0.82,0.446,-7.797000000000001,0.146,0.821,0.0,0.104,0.626,131.093
0.759,0.67,-5.693,0.6,0.271,0.000131,0.0975,0.0665,172.045
0.8170000000000001,0.568,-6.296,0.838,0.0106,0.0,0.0982,0.584,150.19
0.688,0.489,-7.627000000000001,0.173,0.619,0.0,0.153,0.5589999999999999,170.808
0.769,0.491,-8.426,0.0772,0.7929999999999999,0.0,0.0845,0.534,126.161
0.872,0.4379999999999999,-11.862,0.521,0.0309,0.385,0.109,0.346,170.77
0.8320000000000001,0.57,-10.369000000000002,0.299,0.743,0.000441,0.129,0.7290000000000001,139.94799999999998
0.407,0.6509999999999999,-8.125,0.242,0.8490000000000001,0.0,0.607,0.78,155.937
0.711,0.386,-8.583,0.127,0.647,0.0,0.109,0.3289999999999999,171.158
0.506,0.311,-12.328,0.4629999999999999,0.623,6.31e-05,0.1159999999999999,0.402,199.955
0.778,0.445,-11.047,0.2239999999999999,0.931,0.0,0.1369999999999999,0.504,127.932
0.321,0.949,-7.297000000000001,0.555,0.0033399999999999,0.217,0.579,0.196,154.996
0.551,0.711,-7.0120000000000005,0.196,0.6779999999999999,0.0,0.303,0.5529999999999999,146.71
0.392,0.69,-7.188,0.151,0.636,0.0,0.246,0.555,141.77
0.44,0.989,-1.3130000000000002,0.311,0.721,0.0,0.286,0.625,165.582
0.627,0.413,-11.819,0.716,0.8270000000000001,0.0,0.154,0.2189999999999999,181.956
0.659,0.479,-10.512,0.111,0.753,4.22e-05,0.1119999999999999,0.1939999999999999,156.884
0.8059999999999999,0.7490000000000001,-7.064,0.392,0.784,0.0,0.546,0.8540000000000001,126.091
0.84,0.515,-10.525,0.363,0.628,0.0,0.0732,0.818,143.889
0.337,0.927,-4.246,0.908,0.763,0.000434,0.732,0.16,170.19799999999998
0.708,0.529,-6.046,0.418,0.00404,1.01e-06,0.91,0.222,114.97
0.478,0.642,-8.776,0.411,0.679,0.0,0.1989999999999999,0.439,176.046
0.595,0.578,-10.715,0.581,0.254,0.0,0.37,0.368,163.226
0.642,0.446,-8.577,0.381,0.8759999999999999,0.0,0.126,0.7040000000000001,182.251
0.78,0.7440000000000001,-12.055,0.627,0.231,1.65e-06,0.257,0.79,120.13
0.813,0.521,-9.816,0.0872,0.627,0.00013,0.475,0.684,139.964
0.674,0.821,-3.137,0.365,0.785,1.75e-06,0.337,0.365,180.0
0.815,0.429,-15.226,0.605,0.0934,0.0121,0.248,0.131,154.915
0.8909999999999999,0.298,-18.127,0.17,0.122,0.0,0.151,0.598,199.944
0.433,0.563,-11.065,0.6779999999999999,0.262,0.0,0.568,0.436,172.748
0.703,0.546,-6.892,0.119,0.616,0.000156,0.0903,0.395,145.016
0.245,0.852,-3.215,0.487,0.0329,0.242,0.76,0.165,170.312
0.768,0.515,-10.854,0.262,0.736,0.0,0.123,0.144,114.967
0.888,0.43,-6.728,0.588,0.0785,1.58e-06,0.132,0.45,120.083
0.871,0.243,-13.622,0.0702,0.8109999999999999,0.00913,0.0685,0.347,105.025
0.7879999999999999,0.496,-10.179,0.0851,0.772,0.000677,0.095,0.353,150.006
0.963,0.346,-9.309,0.53,0.0355,0.0,0.108,0.562,119.957
0.8420000000000001,0.531,-13.233,0.54,0.307,0.0,0.435,0.638,157.976
0.616,0.617,-8.431000000000001,0.52,0.128,0.0,0.177,0.476,175.929
0.953,0.5539999999999999,-5.12,0.076,0.616,0.000869,0.106,0.457,202.022
0.688,0.83,-3.088,0.486,0.736,0.0,0.0951,0.1119999999999999,144.576
0.621,0.594,-16.066,0.0384,0.887,0.498,0.0917,0.698,165.863
0.705,0.471,-12.866,0.847,0.0804,0.0,0.114,0.703,172.076
0.639,0.291,-15.663,0.0428,0.00208,0.000318,0.2739999999999999,0.439,136.086
0.561,0.353,-14.75,0.104,0.823,0.000478,0.105,0.148,114.977
0.883,0.409,-16.57,0.062,0.1369999999999999,0.076,0.257,0.0481,122.006
0.953,0.374,-11.925999999999998,0.39,0.728,0.0,0.27,0.525,205.996
0.841,0.379,-17.268,0.48,0.00413,0.0,0.131,0.152,205.972
0.742,0.526,-9.387,0.238,0.622,0.000214,0.109,0.6629999999999999,184.39
0.871,0.2269999999999999,-18.624,0.627,0.53,0.0,0.0731,0.447,140.063
0.6409999999999999,0.5710000000000001,-7.772,0.768,0.133,0.0,0.516,0.426,142.064
0.304,0.517,-8.554,0.0935,0.624,4.87e-06,0.177,0.201,137.38
0.705,0.589,-10.890999999999998,0.244,0.921,4.75e-05,0.292,0.662,136.994
0.7979999999999999,0.511,-6.647,0.0461,0.72,0.000811,0.109,0.147,120.056
0.813,0.417,-11.872,0.816,0.292,0.0,0.155,0.6459999999999999,113.737
0.926,0.376,-12.123,0.556,0.5529999999999999,0.0,0.0987,0.206,129.97799999999998
0.871,0.545,-8.279,0.695,0.000826,0.0,0.0779,0.3,160.097
0.539,0.992,-2.92,0.5920000000000001,0.36,0.0,0.407,0.317,179.604
0.861,0.3289999999999999,-9.838,0.529,0.0377,0.0,0.235,0.541,142.935
0.7609999999999999,0.258,-13.329,0.0462,0.825,0.0962,0.106,0.345,119.991
0.914,0.442,-10.622,0.0779,0.639,8.23e-05,0.109,0.642,120.055
0.846,0.593,-12.495,0.439,0.616,0.000545,0.0703,0.248,120.083
0.823,0.26,-13.279000000000002,0.0796,0.759,0.00473,0.1159999999999999,0.3989999999999999,109.922
0.647,0.711,-7.572,0.336,0.6859999999999999,0.0,0.2289999999999999,0.6659999999999999,116.994
0.713,0.645,-12.062,0.271,0.0254,0.0,0.779,0.769,193.982
0.871,0.434,-11.366,0.588,0.332,6.459999999999998e-05,0.0788,0.5,153.05100000000002
0.8370000000000001,0.643,-9.055,0.255,0.63,0.000113,0.121,0.54,175.016
0.8490000000000001,0.632,-7.206,0.3229999999999999,0.644,0.0,0.0947,0.639,203.12
0.7859999999999999,0.367,-12.966,0.532,0.00663,0.0,0.0845,0.241,145.186
0.813,0.244,-15.851,0.421,0.0124,0.0,0.0645,0.315,129.905
