danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.6659999999999999,0.954,-4.825,0.518,0.0239,0.0,0.369,0.605,209.562
0.691,0.493,-11.868,0.0857,0.00452,0.0145,0.826,0.0394,146.023
0.595,0.478,-11.255999999999998,0.0702,0.679,0.0006,0.0812,0.0358,190.048
0.84,0.4,-11.807,0.0516,0.698,0.00143,0.1159999999999999,0.381,124.009
0.5529999999999999,0.568,-8.47,0.0392,0.799,0.0,0.11,0.191,159.995
0.619,0.59,-5.534,0.0392,0.118,0.0,0.17,0.16,220.102
0.88,0.551,-13.803,0.335,0.461,0.000393,0.2189999999999999,0.7,220.076
0.871,0.407,-9.334,0.573,0.187,0.0,0.362,0.3339999999999999,200.042
0.433,0.778,-7.681,0.0409999999999999,0.843,0.0,0.139,0.764,114.208
0.879,0.575,-6.915,0.611,0.00225,0.0,0.242,0.8440000000000001,140.028
0.6579999999999999,0.575,-5.55,0.039,0.763,3.49e-06,0.366,0.263,187.954
0.557,0.7390000000000001,-5.473,0.525,0.271,0.0,0.17,0.585,167.19799999999998
0.648,0.372,-10.342,0.3879999999999999,0.701,1.2e-05,0.504,0.395,124.016
0.598,0.28,-17.949,0.386,0.445,8.81e-06,0.106,0.258,144.903
0.767,0.669,-5.183,0.757,0.0217,0.000606,0.306,0.3389999999999999,170.42700000000002
0.74,0.207,-18.269,0.0339,0.821,0.679,0.1,0.391,212.034
0.589,0.479,-12.101,0.108,0.701,0.0002319999999999,0.0957,0.131,162.018
0.564,0.596,-5.909,0.0273,0.7979999999999999,0.787,0.118,0.308,135.014
0.787,0.435,-12.083,0.649,0.396,0.0,0.0713,0.204,169.99
0.871,0.407,-9.334,0.573,0.187,0.0,0.362,0.3339999999999999,200.042
0.621,0.413,-8.229,0.0434,0.887,0.00419,0.1169999999999999,0.155,135.118
0.434,0.696,-6.1370000000000005,0.171,0.6509999999999999,0.0,0.107,0.596,149.594
0.26,0.972,-1.364,0.541,0.0002379999999999,0.0,0.31,0.228,190.138
0.742,0.396,-15.842,0.12,0.632,0.693,0.0852,0.129,114.983
0.691,0.75,-6.039,0.412,0.772,2.25e-06,0.107,0.898,125.919
0.512,0.5720000000000001,-10.573,0.424,0.951,0.0,0.13,0.256,168.25799999999998
0.701,0.461,-10.5,0.4479999999999999,0.743,0.0,0.0986,0.361,160.674
0.787,0.216,-14.938,0.2289999999999999,0.831,0.0005,0.06,0.153,129.982
0.7709999999999999,0.421,-8.725,0.0483,0.628,5.82e-06,0.0872,0.283,160.034
0.754,0.45,-10.945,0.0439,0.372,2.56e-05,0.0866,0.1669999999999999,220.154
0.82,0.521,-8.761000000000001,0.19,0.795,0.0,0.076,0.268,147.05200000000002
0.613,0.3389999999999999,-14.908,0.135,0.6779999999999999,0.0,0.166,0.292,213.164
0.764,0.56,-7.947,0.3389999999999999,0.698,3.64e-05,0.53,0.244,166.142
0.777,0.693,-10.306,0.52,0.0269,0.0,0.0734,0.147,166.058
0.747,0.609,-6.233,0.0376,0.723,0.0,0.144,0.653,134.964
0.469,0.696,-4.355,0.0388,0.0264,0.0,0.125,0.135,220.148
0.8009999999999999,0.792,-7.119,0.254,0.0789,0.0,0.893,0.222,200.108
0.6659999999999999,0.932,-5.575,0.664,0.00894,0.0,0.41,0.524,168.02
0.912,0.696,-4.018,0.33,0.00045,0.0227,0.78,0.351,129.987
0.7040000000000001,0.242,-16.176,0.0541,0.8440000000000001,0.4589999999999999,0.111,0.035,200.048
0.488,0.225,-15.043,0.233,0.77,0.0065299999999999,0.111,0.144,119.941
0.624,0.8140000000000001,-7.234,0.266,0.636,3.22e-06,0.187,0.752,141.856
0.935,0.6709999999999999,-5.795,0.127,0.262,0.0,0.124,0.502,220.008
0.78,0.262,-15.508,0.187,0.777,4.13e-05,0.6990000000000001,0.484,156.0
0.503,0.437,-13.705,0.535,0.469,0.0,0.1119999999999999,0.441,199.976
0.856,0.7090000000000001,-6.976,0.0418,0.489,8.26e-05,0.0845,0.406,220.13
0.7609999999999999,0.341,-13.054,0.27,0.768,1.05e-05,0.142,0.349,150.774
0.7090000000000001,0.57,-9.574,0.352,0.9,0.0,0.0784,0.605,160.006
0.664,0.3989999999999999,-11.661,0.0743,0.7909999999999999,0.0,0.1159999999999999,0.424,133.904
0.7070000000000001,0.6629999999999999,-8.765,0.357,0.691,2.36e-05,0.155,0.545,150.996
0.626,0.513,-10.771,0.0447,0.667,0.0122,0.161,0.236,189.96
0.541,0.522,-16.461,0.0329,0.126,0.0822,0.0966,0.353,155.04
0.648,0.196,-11.795,0.223,0.206,0.0218,0.0727,0.4679999999999999,153.92600000000002
0.7509999999999999,0.718,-11.576,0.0447,0.39,0.225,0.29,0.433,220.034
0.769,0.926,-6.799,0.086,0.0716,0.599,0.114,0.316,219.974
0.731,0.561,-4.5680000000000005,0.0449,0.7140000000000001,6.74e-05,0.0957,0.163,179.96
0.862,0.3329999999999999,-10.558,0.102,0.462,7.26e-06,0.134,0.672,220.02
0.485,0.391,-10.919,0.379,0.934,0.00502,0.0718,0.1969999999999999,179.80900000000003
0.424,0.855,-5.071000000000001,0.633,0.00541,0.0,0.359,0.165,167.65400000000002
0.648,0.632,-7.82,0.0696,0.67,0.0002319999999999,0.121,0.157,162.066
0.8370000000000001,0.598,-5.181,0.0723,0.0144,0.0,0.16,0.0734,220.066
0.903,0.643,-5.669,0.0929,0.1969999999999999,0.0,0.111,0.2239999999999999,220.006
0.579,0.606,-9.992,0.1669999999999999,0.6459999999999999,7.730000000000001e-05,0.118,0.39,141.931
0.722,0.654,-7.115,0.0279,0.65,0.00213,0.1369999999999999,0.55,119.93
0.899,0.565,-7.916,0.568,0.0491,0.0,0.3329999999999999,0.774,143.96
0.691,0.324,-9.711,0.0351,0.942,0.00016,0.098,0.218,189.9
0.5920000000000001,0.457,-6.081,0.0603,0.6609999999999999,0.000331,0.146,0.225,146.04
0.733,0.402,-8.774,0.0337,0.7070000000000001,0.0,0.111,0.15,216.01
0.649,0.2,-19.41,0.0507,0.8390000000000001,0.000306,0.206,0.866,150.043
0.789,0.825,-8.646,0.214,0.0863,1.29e-05,0.131,0.241,220.074
0.865,0.23,-16.194000000000003,0.253,0.00498,7.06e-05,0.313,0.313,140.014
0.591,0.42,-9.922,0.17,0.785,4.06e-05,0.186,0.596,161.963
0.665,0.905,-5.785,0.253,0.161,0.0669,0.907,0.288,114.938
0.79,0.94,-2.436,0.565,0.0917,0.0,0.3429999999999999,0.544,130.02700000000002
0.7340000000000001,0.57,-7.066,0.133,0.847,2.14e-05,0.1119999999999999,0.6890000000000001,129.953
0.769,0.156,-10.7,0.035,0.585,0.015,0.102,0.527,211.9
0.613,0.909,-5.97,0.2689999999999999,0.0923,0.0,0.8590000000000001,0.7390000000000001,150.033
0.466,0.0987,-23.035,0.038,0.764,0.679,0.13,0.176,131.814
0.772,0.335,-15.95,0.41,0.0509,0.0,0.0922,0.391,142.011
0.758,0.8540000000000001,-4.604,0.556,0.415,0.0,0.154,0.481,152.049
0.735,0.525,-2.939,0.0441,0.653,0.918,0.1009999999999999,0.369,160.14700000000002
0.664,0.355,-16.636,0.416,0.301,3.34e-05,0.0913,0.152,150.018
0.81,0.314,-16.828,0.374,0.344,0.0,0.0872,0.432,184.914
0.852,0.344,-11.13,0.223,0.718,0.0013599999999999,0.0487,0.354,149.974
0.745,0.664,-5.476,0.235,0.322,0.0,0.851,0.526,121.083
0.823,0.331,-13.02,0.268,0.682,0.0,0.0938,0.342,112.779
0.701,0.4639999999999999,-8.952,0.1009999999999999,0.773,0.755,0.119,0.359,140.955
0.741,0.782,-6.52,0.0282,0.6990000000000001,2.35e-06,0.222,0.3279999999999999,111.005
0.726,0.37,-9.555,0.12,0.804,0.00624,0.108,0.273,133.952
0.853,0.288,-13.689,0.11,0.675,7.43e-05,0.0771,0.288,156.029
0.713,0.245,-15.439,0.287,0.716,0.208,0.157,0.128,152.018
0.74,0.55,-8.369,0.25,0.396,0.0,0.887,0.3779999999999999,208.166
0.718,0.4429999999999999,-12.369000000000002,0.0458,0.911,4.71e-05,0.0972,0.442,218.082
0.424,0.581,-8.876,0.247,0.736,9.75e-06,0.12,0.299,168.08
0.8959999999999999,0.134,-10.806,0.374,0.0809,0.427,0.104,0.12,201.978
0.765,0.358,-10.85,0.15,0.627,6.28e-06,0.0996,0.539,140.997
0.91,0.528,-9.201,0.344,0.627,2.3e-06,0.18,0.583,140.00799999999998
0.813,0.521,-9.816,0.0872,0.627,0.00013,0.475,0.684,139.964
0.797,0.516,-6.2860000000000005,0.0831,0.0053799999999999,0.431,0.0728,0.0477,219.99400000000003
0.5920000000000001,0.79,-3.408,0.344,0.82,0.0,0.286,0.26,130.2
0.73,0.524,-10.731,0.425,0.795,0.0237,0.276,0.413,130.118
0.753,0.337,-15.855,0.39,0.0504,0.000394,0.1009999999999999,0.431,159.98
0.708,0.235,-16.156,0.318,0.772,0.00238,0.103,0.1689999999999999,139.998
0.7070000000000001,0.853,-5.528,0.276,0.15,0.0,0.765,0.684,122.027
0.728,0.363,-12.275,0.0447,0.855,0.00551,0.104,0.163,220.008
0.893,0.293,-15.852,0.355,0.0148,0.0,0.124,0.476,150.989
0.5770000000000001,0.181,-12.53,0.0424,0.604,0.471,0.111,0.209,164.94400000000002
0.633,0.374,-11.550999999999998,0.0387,0.836,0.0124,0.111,0.139,200.112
0.555,0.373,-7.715,0.371,0.643,0.00535,0.15,0.318,170.66
0.392,0.423,-15.156,0.0506,0.82,0.0843,0.0991,0.236,150.208
0.313,0.457,-8.187000000000001,0.0322,0.877,1.3699999999999998e-05,0.134,0.3779999999999999,151.184
0.562,0.77,-7.897,0.123,0.0257,0.0,0.133,0.0892,219.898
0.8109999999999999,0.441,-9.589,0.616,0.0133,0.0,0.0865,0.13,165.91400000000002
0.8109999999999999,0.144,-11.87,0.16,0.237,0.778,0.111,0.319,124.012
0.373,0.421,-8.546,0.142,0.899,8.96e-05,0.147,0.214,155.428
0.645,0.61,-9.888,0.0534,0.698,0.06,0.11,0.207,111.993
0.762,0.213,-14.68,0.128,0.52,0.0,0.0668,0.105,220.138
0.7829999999999999,0.434,-8.096,0.0365,0.775,0.0,0.106,0.0758,114.841
0.447,0.6679999999999999,-6.145,0.18,0.949,0.0,0.161,0.209,182.65
0.835,0.5579999999999999,-10.687,0.25,0.486,0.0,0.0749,0.365,220.046
0.423,0.732,-6.181,0.214,0.65,0.0,0.113,0.107,110.495
0.57,0.45,-10.772,0.0676,0.6659999999999999,0.0596,0.158,0.0395,155.08100000000002
0.436,0.61,-6.375,0.091,0.623,2.14e-05,0.124,0.0971,149.69799999999998
0.552,0.379,-12.247,0.0744,0.585,0.0001409999999999,0.12,0.124,220.29
0.638,0.4029999999999999,-11.015999999999998,0.0311,0.643,1.4800000000000002e-05,0.1009999999999999,0.545,147.89700000000002
0.498,0.4589999999999999,-9.721,0.0349,0.736,1.94e-06,0.0948,0.182,113.919
0.782,0.6409999999999999,-5.836,0.0571,0.00396,0.00441,0.109,0.422,220.04
0.914,0.442,-10.622,0.0779,0.639,8.23e-05,0.109,0.642,120.055
0.65,0.4479999999999999,-15.328,0.0682,0.198,0.944,0.109,0.0387,161.016
0.809,0.545,-11.488,0.0432,0.128,0.594,0.187,0.156,219.942
0.321,0.949,-7.297000000000001,0.555,0.0033399999999999,0.217,0.579,0.196,154.996
0.485,0.43,-5.417000000000001,0.0306,0.7709999999999999,0.0,0.115,0.408,143.77100000000002
0.705,0.815,-6.988,0.0918,0.00993,0.291,0.483,0.487,219.948
0.7090000000000001,0.66,-10.265999999999998,0.0478,0.6920000000000001,0.113,0.1,0.148,127.989
0.557,0.614,-8.479,0.25,0.71,0.0,0.173,0.8540000000000001,167.486
0.68,0.208,-15.414,0.0366,0.347,0.0047,0.15,0.043,176.352
0.578,0.0855,-17.234,0.0316,0.946,0.6629999999999999,0.0855,0.505,151.191
0.847,0.4479999999999999,-10.14,0.416,0.81,1.35e-05,0.325,0.488,159.95
0.85,0.516,-7.664,0.0714,0.763,0.0,0.0896,0.8740000000000001,217.926
0.7390000000000001,0.412,-13.39,0.2269999999999999,0.8059999999999999,0.0656,0.1,0.396,200.01
0.8370000000000001,0.598,-5.181,0.0723,0.0144,0.0,0.16,0.0734,220.066
0.63,0.344,-13.398,0.0962,0.9,0.919,0.106,0.2289999999999999,169.12900000000002
0.7659999999999999,0.342,-9.862,0.0746,0.728,0.000159,0.272,0.359,135.157
0.903,0.643,-5.669,0.0929,0.1969999999999999,0.0,0.111,0.2239999999999999,220.006
0.705,0.659,-7.808,0.1,0.727,0.0732,0.148,0.584,147.967
0.313,0.426,-9.049,0.0435,0.853,0.00037,0.181,0.107,190.318
0.87,0.6890000000000001,-7.921,0.048,0.2689999999999999,0.000463,0.142,0.382,219.992
0.507,0.3989999999999999,-12.375,0.1689999999999999,0.937,0.0104,0.0904,0.34,159.821
0.701,0.736,-5.178,0.369,0.195,0.0,0.949,0.919,172.852
0.8959999999999999,0.586,-6.687,0.0559,0.104,0.0,0.79,0.642,116.971
0.682,0.375,-10.412,0.0628,0.6609999999999999,0.0136,0.106,0.391,153.995
0.665,0.419,-10.39,0.0325,0.129,0.00376,0.119,0.122,219.944
0.8759999999999999,0.852,-4.695,0.0518,0.165,0.0397,0.1,0.141,220.014
0.816,0.245,-15.617,0.414,0.616,0.000813,0.127,0.187,140.04
0.64,0.66,-8.147,0.239,0.7440000000000001,0.00209,0.1119999999999999,0.48,152.06
0.792,0.812,-4.231,0.143,0.288,0.00218,0.779,0.363,220.098
0.578,0.166,-17.194000000000003,0.0335,0.942,0.0069,0.103,0.318,199.782
0.703,0.856,-7.904,0.0517,0.8320000000000001,0.000192,0.123,0.32,115.013
0.713,0.5589999999999999,-6.086,0.0815,0.27,0.0,0.1009999999999999,0.104,220.052
0.649,0.654,-7.653,0.0342,0.7490000000000001,3.13e-05,0.0975,0.175,121.999
0.7929999999999999,0.625,-6.726,0.072,0.67,4.75e-05,0.218,0.181,130.047
0.843,0.52,-9.629,0.541,0.0797,5.09e-06,0.0944,0.231,140.07
0.6509999999999999,0.762,-5.401,0.0579,0.0851,0.000124,0.846,0.715,140.071
0.789,0.72,-7.062,0.466,0.0159,0.0017699999999999,0.804,0.547,143.999
0.865,0.812,-5.662000000000001,0.233,0.0267,0.147,0.5760000000000001,0.347,220.07
0.68,0.8640000000000001,-9.262,0.0823,0.243,0.00162,0.856,0.742,161.072
0.7979999999999999,0.529,-6.327000000000001,0.074,0.00591,0.3939999999999999,0.072,0.0524,219.99
0.7,0.217,-12.179,0.0443,0.711,0.00663,0.103,0.0585,112.988
0.892,0.843,-3.774,0.275,0.19,0.0,0.084,0.435,220.036
0.8240000000000001,0.615,-8.834,0.0566,0.762,4.08e-05,0.0854,0.133,134.969
0.6779999999999999,0.62,-11.485,0.352,0.42,3.52e-05,0.11,0.2019999999999999,220.232
0.575,0.000243,-9.985,0.326,0.374,0.118,0.13,0.633,214.034
0.7,0.613,-9.458,0.0329,0.115,0.0162,0.13,0.0593,219.952
0.462,0.623,-8.174,0.119,0.00563,0.0,0.767,0.42,218.474
0.74,0.3829999999999999,-16.654,0.313,0.478,0.0205,0.11,0.38,200.038
0.644,0.417,-12.011,0.0474,0.943,4.57e-06,0.161,0.5820000000000001,140.016
0.789,0.325,-14.836,0.0561,0.723,0.0151,0.134,0.5710000000000001,182.21
0.557,0.369,-11.743,0.0461,0.7390000000000001,0.0,0.118,0.143,124.903
0.485,0.396,-15.955,0.0838,0.465,0.05,0.33,0.5489999999999999,216.12
0.883,0.409,-16.57,0.062,0.1369999999999999,0.076,0.257,0.0481,122.006
0.3989999999999999,0.8490000000000001,-5.813,0.562,0.118,0.0,0.352,0.123,181.83900000000003
0.875,0.519,-3.056,0.0663,0.541,1.09e-05,0.109,0.0568,220.036
0.6829999999999999,0.437,-13.073,0.0731,0.855,0.00647,0.111,0.121,125.039
0.6940000000000001,0.472,-11.041,0.0482,0.782,2.82e-06,0.1159999999999999,0.065,184.74
0.581,0.3829999999999999,-13.674,0.0474,0.878,6.57e-05,0.1119999999999999,0.215,197.568
0.7879999999999999,0.43,-12.925999999999998,0.103,0.7090000000000001,0.0,0.126,0.6509999999999999,120.007
0.792,0.435,-12.813,0.113,0.715,0.0,0.122,0.6779999999999999,120.028
0.5539999999999999,0.462,-10.982,0.147,0.725,0.356,0.0854,0.212,148.32
0.57,0.3779999999999999,-10.112,0.134,0.894,0.000106,0.111,0.1,134.994
0.852,0.6409999999999999,-3.507,0.0652,0.0133,0.7879999999999999,0.102,0.0335,219.938
0.7559999999999999,0.317,-15.468,0.0703,0.1989999999999999,0.8740000000000001,0.0746,0.108,121.001
